review,date,source,review_id,sentences,sentence_id,sentence,sent_len,sentiment_new,themes,themes_bow,variable,themes_relation_extraction,themes_keyword,theme_len,relation_word,emotion_keyword,theme_groups,emotion_groups
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",1,send daughter family every year love christmas morning breakfast,102,Positive,"['breakfast', 'daughter', 'family', 'morning', 'year']",breakfast|daughter|family|morning|year,3,morning,morning,7,,,Setting,
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",1,send daughter family every year love christmas morning breakfast,102,Positive,"['breakfast', 'daughter', 'family', 'morning', 'year']",breakfast|daughter|family|morning|year,4,year,year,4,,,Setting,
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",2,big hit year year,26,Positive,"['hit', 'year']",hit|year,0,hit,hit,3,,,,
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",2,big hit year year,26,Positive,"['hit', 'year']",hit|year,1,year,year,4,big,big,Setting,neutral
Great quality.  I send this to my daughter & family every year and they love it for their Christmas morning breakfast. a big hit year after year.  Thanks again see you next year,"Reviewed in the United States on January 13, 2020",Amazon,9,"['Great quality.', 'I send this to my daughter & family every year and they love it for their Christmas morning breakfast.', 'a big hit year after year.', 'Thanks again see you next year']",3,thanks see next year,30,Positive,['year'],year,0,year,year,4,,,Setting,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",0,breakfast mom dad,27,Neutral,"['breakfast', 'dad', 'mom']",breakfast|dad|mom,0,breakfast,breakfast,9,,,Occasion,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",0,breakfast mom dad,27,Neutral,"['breakfast', 'dad', 'mom']",breakfast|dad|mom,1,dad,dad,3,,,Occasion,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",0,breakfast mom dad,27,Neutral,"['breakfast', 'dad', 'mom']",breakfast|dad|mom,2,mom,mom,3,,,Occasion,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,0,breakfast,breakfast,9,,,Occasion,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,1,daughter,daughter,8,,,,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,2,husband,husband,7,made,made,Occasion,neutral
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,3,links,link,4,made,made,,neutral
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,4,months,month,5,sent,sent,Setting,neutral
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,5,pancakes,pancake,7,,,,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",1,also sent daughter months pregnant husband made pancakes breakfast sausage links,154,Positive,"['breakfast', 'daughter', 'husband', 'links', 'months', 'pancakes', 'sausage']",breakfast|daughter|husband|links|months|pancakes|sausage,6,sausage,sausage,7,,,Complements,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,0,bacon,bacon,5,,,,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,1,dad,dad,3,feel,feel,Occasion,neutral
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,2,days,day,3,,,Setting,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,3,eyes,eye,3,get,get,Health,neutral
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,4,face,face,4,red,red,,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,5,ham,ham,3,wait,wait,,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,6,heartsmiling,heartsmiling,12,,,,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,7,meal,meal,4,know,know,Occasion,neutral
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,8,minute,minute,6,,,Setting,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,9,mom,mom,3,,,Occasion,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,10,morning,morning,7,,,Setting,
"Breakfast from Mom and Dad.  I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them. they couldn't wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it. ","Reviewed in the United States on December 13, 2016",Amazon,10,"['Breakfast from Mom and Dad.', 'I also sent the Breakfast Batter Bowl Gift to my daughter who is 8 months pregnant and her husband made the pancakes and breakfast sausage links for them.', 'they couldn\'t wait another minute They love the bacon and ham -- the two item together just made their morning so special It made us ""mom and dad"" feel good to know they had a great meal and had more to last them a few more days 😊❤️They were so excited to get it.']",2,couldnt wait another minute love bacon ham two item together made morning special made us mom dad feel good know great meal last days excited get red heartsmiling face smiling eyes,263,Positive,"['bacon', 'dad', 'days', 'eyes', 'face', 'ham', 'heartsmiling', 'meal', 'minute', 'mom', 'morning', 'smiling']",bacon|dad|days|eyes|face|ham|heartsmiling|meal|minute|mom|morning|smiling,11,smiling,smile,5,,,Health,
good taste.  would buy again,"Reviewed in the United States on September 12, 2019",Amazon,11,"['good taste.', 'would buy again']",0,good taste,11,Positive,['taste'],taste,0,taste,taste,5,good,good,Taste,happy
Two Stars.  Gave it as a gift they didn't like it,"Reviewed in the United States on February 9, 2018",Amazon,12,"['Two Stars.', ""Gave it as a gift they didn't like it""]",0,two stars,10,Neutral,['stars'],stars,0,stars,star,4,,,,
Two Stars.  Gave it as a gift they didn't like it,"Reviewed in the United States on February 9, 2018",Amazon,12,"['Two Stars.', ""Gave it as a gift they didn't like it""]",1,gave gift didnt like,37,Positive,['gift'],gift,0,gift,gift,4,gave,gave,Setting,neutral
Happy.  Good stuff,"Reviewed in the United States on January 20, 2020",Amazon,13,"['Happy.', 'Good stuff']",0,happy,6,Verypositive,['happy'],happy,0,happy,happy,5,,,,
Happy.  Good stuff,"Reviewed in the United States on January 20, 2020",Amazon,13,"['Happy.', 'Good stuff']",1,good stuff,10,Positive,['stuff'],stuff,0,stuff,stuff,5,good,good,Customization,happy
Yummy.  Loved everything,"Reviewed in the United States on March 14, 2019",Amazon,14,"['Yummy.', 'Loved everything']",0,yummy,6,Neutral,['yummy'],yummy,0,yummy,yummy,5,,,,
Do not purchase.  Would not recommend.  Bought two for gifts.  Neither came in ice.  One of them was thrown randomly in box not even gift basket. ,"Reviewed in the United States on December 17, 2019",Amazon,15,"['Do not purchase.', 'Would not recommend.', 'Bought two for gifts.', 'Neither came in ice.', 'One of them was thrown randomly in box not even gift basket.']",2,bought two gifts,21,Neutral,['gifts'],gifts,0,gifts,gift,4,bought,bought,Setting,neutral
Do not purchase.  Would not recommend.  Bought two for gifts.  Neither came in ice.  One of them was thrown randomly in box not even gift basket. ,"Reviewed in the United States on December 17, 2019",Amazon,15,"['Do not purchase.', 'Would not recommend.', 'Bought two for gifts.', 'Neither came in ice.', 'One of them was thrown randomly in box not even gift basket.']",3,neither came ice,20,Neutral,['ice'],ice,0,ice,ice,3,came,came,Customization,neutral
Do not purchase.  Would not recommend.  Bought two for gifts.  Neither came in ice.  One of them was thrown randomly in box not even gift basket. ,"Reviewed in the United States on December 17, 2019",Amazon,15,"['Do not purchase.', 'Would not recommend.', 'Bought two for gifts.', 'Neither came in ice.', 'One of them was thrown randomly in box not even gift basket.']",4,one thrown randomly box even gift basket,60,Negative,"['basket', 'box', 'gift']",basket|box|gift,0,basket,basket,6,thrown,thrown,,sad
Do not purchase.  Would not recommend.  Bought two for gifts.  Neither came in ice.  One of them was thrown randomly in box not even gift basket. ,"Reviewed in the United States on December 17, 2019",Amazon,15,"['Do not purchase.', 'Would not recommend.', 'Bought two for gifts.', 'Neither came in ice.', 'One of them was thrown randomly in box not even gift basket.']",4,one thrown randomly box even gift basket,60,Negative,"['basket', 'box', 'gift']",basket|box|gift,1,box,box,3,thrown,thrown,Packaging/Delivery,sad
Do not purchase.  Would not recommend.  Bought two for gifts.  Neither came in ice.  One of them was thrown randomly in box not even gift basket. ,"Reviewed in the United States on December 17, 2019",Amazon,15,"['Do not purchase.', 'Would not recommend.', 'Bought two for gifts.', 'Neither came in ice.', 'One of them was thrown randomly in box not even gift basket.']",4,one thrown randomly box even gift basket,60,Negative,"['basket', 'box', 'gift']",basket|box|gift,2,gift,gift,4,,,Setting,
It was a teriffic gift.  My aunt loves ham and she said it was the best ham she had ever had,"Reviewed in the United States on January 4, 2019",Amazon,16,"['It was a teriffic gift.', 'My aunt loves ham and she said it was the best ham she had ever had']",0,teriffic gift,23,Neutral,['gift'],gift,0,gift,gift,4,teriffic,teriffic,Setting,
It was a teriffic gift.  My aunt loves ham and she said it was the best ham she had ever had,"Reviewed in the United States on January 4, 2019",Amazon,16,"['It was a teriffic gift.', 'My aunt loves ham and she said it was the best ham she had ever had']",1,aunt loves ham said best ham ever,67,Verypositive,"['aunt', 'ham']",aunt|ham,0,aunt,aunt,4,loves,loves,,happy
